180,44
183,45
186,48
139,74
147,85
156,99
164,114
173,128
182,142
188,155
198,167
205,180
212,193
62,490
60,486
58,482
55,477
51,470
49,464
47,458
46,450
46,443
47,435
48,426
51,419
54,411
57,403
60,392
64,384
67,375
71,362
75,353
78,345
106,440
106,445
107,448
107,452
106,456
108,462
108,466
109,469
110,473
110,476
103,453
104,454
107,457
109,459
113,463
114,464
117,467
119,468
122,471
125,472
128,474
131,477
134,479
137,479
140,481
143,482
146,484
149,484
152,486
49,322
50,327
50,329
51,332
52,337
53,340
54,342
55,347
55,349
56,354
57,357
58,359
60,364
60,367
61,369
62,372
63,376
64,379
65,382
67,386
68,389
69,393
70,395
71,399
73,402
74,406
75,409
77,411
78,415
79,417
81,420
83,423
84,426
86,429
88,432
90,435
92,438
94,441
96,444
98,447
100,450
54,284
52,288
51,291
50,296
48,300
47,303
46,308
44,312
177,325
177,330
176,334
176,339
176,344
176,349
175,353
175,358
175,363
176,368
176,372
176,377
177,382
178,387
178,392
179,397
180,401
181,406
183,410
184,414
118,274
119,271
121,268
122,266
123,263
77,145
78,151
79,155
80,159
81,164
112,345
111,343
111,341
110,338
110,336
477,245
476,242
477,239
475,236
475,235
476,233
474,229
473,227
473,225
472,223
472,221
472,219
471,215
470,213
469,211
468,209
468,208
468,205
466,203
466,200
465,198
464,196
463,194
462,192
460,189
458,187
457,185
455,182
454,180
452,179
450,176
448,174
447,170
446,168
444,167
441,164
439,161
437,159
436,156
434,154
432,152
431,150
427,146
426,145
423,142
422,140
419,137
417,134
416,133
413,129
411,126
411,123
409,120
410,116
216,438
213,435
210,432
208,428
205,425
202,420
199,418
198,413
194,410
192,404
190,401
188,397
187,391
185,388
183,382
183,378
182,374
181,368
181,364
181,359
181,354
181,349
182,344
183,340
184,334
185,330
187,325
188,320
189,315
190,311
193,307
195,301
196,296
197,292
199,287
201,284
203,279
204,275
205,270
207,264
209,260
210,256
