119,51
119,53
119,54
119,56
119,58
120,61
119,64
120,68
120,72
120,77
121,81
121,88
121,93
122,100
122,107
122,115
123,123
123,131
124,140
125,150
125,159
126,169
126,180
126,191
127,201
438,165
205,460
205,460
204,457
203,453
202,450
201,447
200,444
199,440
198,437
198,434
197,431
196,427
195,424
194,421
194,417
193,414
192,410
192,407
191,403
191,399
190,396
324,312
327,316
318,331
333,320
323,335
326,337
339,329
332,341
336,343
345,339
347,341
380,213
381,194
381,197
380,199
380,201
378,204
378,206
377,208
377,210
376,213
376,215
374,217
71,250
104,369
106,370
108,372
111,373
113,374
115,375
117,376
120,377
122,378
125,379
127,380
130,380
133,381
135,382
138,382
140,383
143,381
146,384
148,385
151,385
154,386
157,386
159,387
162,387
165,388
168,388
170,389
173,389
176,390
179,390
438,264
438,265
437,267
437,268
437,270
437,271
436,272
436,274
436,275
435,277
435,278
435,280
434,282
434,283
434,285
434,286
433,288
433,289
433,291
433,293
432,294
432,296
432,297
431,299
431,300
431,302
431,303
430,305
430,306
430,307
429,308
429,310
428,311
113,420
112,420
111,422
110,424
108,426
107,428
106,430
105,432
104,434
103,437
103,439
102,441
101,443
100,446
100,448
100,450
99,453
99,455
99,457
99,460
99,462
99,464
100,466
101,468
102,470
103,472
104,474
105,476
105,478
106,479
107,481
107,483
108,485
109,487
109,489
110,491
111,493
112,495
113,497
114,499
115,501
116,503
117,505
118,507
120,509
121,511
123,513
125,515
127,516
129,518
132,519
134,521
136,522
139,523
142,523
144,524
147,525
150,525
153,525
155,526
113,113
110,114
108,115
106,117
104,118
101,119
153,43
156,46
159,48
161,51
164,54
166,57
168,59
171,63
173,67
175,71
177,76
179,81
181,86
183,91
185,96
186,101
188,105
189,110
191,113
192,116
193,120
194,123
194,127
194,132
195,135
195,139
196,142
197,145
196,150
196,152
196,156
196,161
195,164
194,168
194,172
193,175
295,349
295,349
294,349
293,349
292,350
291,351
290,351
290,351
289,351
287,352
286,354
286,354
284,355
283,355
283,354
282,356
280,356
279,356
277,358
276,358
275,359
275,360
274,359
273,360
272,361
270,360
269,362
268,362
267,362
265,364
264,365
263,365
262,365
260,366
259,365
257,367
256,369
255,368
254,368
252,368
