290,32
288,29
283,29
280,28
277,27
273,27
270,28
267,29
263,31
260,32
257,34
253,37
250,39
246,42
243,46
239,48
236,51
232,54
229,57
225,59
222,62
218,64
215,67
211,69
208,70
204,72
201,74
197,75
193,76
190,77
186,78
183,79
179,80
176,81
172,82
169,82
166,83
163,84
158,86
155,86
151,87
148,88
145,88
141,89
138,90
135,91
133,92
128,92
126,93
123,94
120,95
116,96
114,96
111,97
108,98
105,99
103,101
102,101
98,102
97,103
94,105
92,106
90,108
89,108
87,110
87,111
84,111
84,113
83,114
81,116
223,214
221,214
218,211
216,208
213,207
211,205
208,203
206,201
203,199
201,197
198,195
196,194
193,192
191,191
188,191
186,190
183,189
181,188
178,187
176,186
173,185
171,184
168,184
167,183
165,182
162,184
159,182
156,182
154,182
152,182
151,183
149,183
145,183
143,182
142,182
140,183
137,183
136,182
135,182
133,184
131,183
128,183
127,185
125,186
124,186
123,186
120,187
119,187
119,186
117,186
116,186
115,185
113,183
113,183
111,182
109,184
108,187
107,190
106,193
105,197
104,201
103,206
103,208
214,602
211,598
208,594
204,590
201,586
198,582
195,577
192,573
189,569
186,564
184,560
181,556
178,551
178,547
173,542
170,538
167,534
164,529
162,524
159,520
156,516
153,513
151,507
149,503
146,498
145,493
141,489
139,484
139,481
134,475
132,471
131,466
127,461
125,458
123,452
121,448
120,443
118,438
116,433
113,429
111,425
109,420
107,415
105,411
88,379
91,373
93,367
97,360
99,355
102,347
105,341
107,336
110,330
113,324
116,317
148,20
150,24
151,29
153,32
155,38
156,42
158,46
159,49
161,54
162,59
164,63
165,67
167,71
169,75
171,79
172,84
174,89
176,92
178,97
180,101
182,106
184,109
186,113
188,118
190,121
