433,603
440,594
443,588
449,581
454,572
459,565
462,557
466,551
469,543
474,537
477,529
480,522
483,517
485,510
487,503
489,497
492,491
493,485
494,480
496,475
497,470
499,466
499,460
501,456
500,452
501,447
502,443
502,439
504,435
505,431
379,230
378,221
375,213
373,205
371,198
369,190
366,183
363,175
358,169
354,164
212,494
213,497
213,501
213,504
215,509
214,511
214,514
214,516
214,519
214,522
214,525
214,527
214,530
214,533
214,535
214,538
215,540
214,542
214,544
214,546
215,549
215,551
215,553
214,554
183,97
185,101
187,104
190,108
192,111
172,102
169,106
165,108
162,110
159,113
115,115
152,119
149,121
147,123
144,126
141,129
138,131
134,135
132,138
129,140
127,144
123,147
121,149
119,152
116,155
114,159
113,163
110,165
109,168
108,172
105,175
103,179
102,183
101,186
99,189
98,192
97,195
96,198
95,202
95,206
95,210
95,213
94,216
93,220
93,224
93,227
93,230
94,233
94,238
94,241
96,244
96,248
97,251
98,253
99,257
100,260
101,263
103,267
104,271
106,275
108,279
112,283
114,287
117,290
119,294
123,298
239,267
237,262
234,257
232,252
229,248
227,243
224,240
222,235
220,231
216,227
214,224
219,496
214,493
210,491
207,489
204,487
199,485
196,484
192,482
189,480
186,479
183,477
181,474
177,473
175,470
172,468
170,465
168,463
166,460
164,458
163,455
161,451
159,448
158,446
156,442
156,440
154,437
154,433
153,431
152,427
151,424
45,138
44,140
43,143
42,147
41,149
40,151
38,153
37,156
35,159
34,162
34,165
33,167
31,170
31,173
29,176
29,177
27,180
26,183
24,186
23,188
22,191
247,151
243,155
238,157
97,150
96,153
96,155
96,159
95,162
95,167
95,170
95,173
95,175
95,180
94,182
94,186
94,189
95,192
94,194
94,197
95,200
94,204
95,208
95,211
96,213
97,217
98,219
97,222
98,226
98,228
99,232
100,234
100,237
102,240
102,242
103,245
103,248
104,252
105,254
106,257
107,261
108,264
109,266
110,269
110,273
111,274
112,277
113,281
114,284
116,287
117,289
117,292
118,295
119,299
120,300
123,304
