70,181
181,33
29,231
35,222
129,77
135,78
141,81
146,83
151,87
157,91
162,96
166,100
172,106
175,111
181,116
185,123
188,129
194,137
198,143
202,151
204,158
208,167
210,174
214,182
216,191
48,319
49,322
50,326
50,329
51,332
52,336
53,339
54,342
55,347
55,349
56,354
57,357
58,359
60,364
60,367
61,396
62,372
63,376
64,379
65,382
67,386
68,389
69,393
70,395
71,399
73,402
395,388
396,388
396,387
396,387
397,385
397,386
397,386
398,386
398,385
399,385
399,384
114,359
109,235
232,382
346,144
347,145
340,149
332,156
324,165
316,174
306,185
297,197
287,209
278,223
268,236
144,241
216,379
217,381
217,383
217,384
217,386
218,388
218,390
218,391
219,393
219,394
219,396
219,398
219,399
219,401
219,403
219,404
219,406
219,407
219,409
218,410
218,412
218,413
218,415
217,416
163,143
56,70
54,71
51,72
49,72
47,73
44,74
42,76
40,76
39,78
36,79
34,80
33,80
31,83
30,85
29,87
28,88
28,90
29,93
30,94
30,96
31,98
33,100
35,102
36,103
38,106
41,107
42,108
43,111
45,111
47,114
49,114
51,115
53,117
56,118
58,121
59,122
61,123
63,124
65,127
66,128
68,130
162,142
160,141
159,140
157,139
156,138
154,137
153,136
151,134
150,134
148,133
147,132
145,130
143,129
142,128
140,128
139,126
137,126
136,126
134,125
132,123
131,123
129,122
127,122
126,121
124,120
123,120
121,119
120,120
119,121
119,120
118,123
118,124
118,126
118,127
118,129
117,130
117,132
117,133
117,135
116,136
116,138
116,139
115,140
115,142
114,143
114,145
113,146
113,147
112,148
111,150
110,151
109,152
108,152
107,152
105,152
105,151
104,151
102,151
101,150
100,148
116,318
114,322
113,325
111,328
110,330
109,334
107,337
107,340
105,342
104,345
102,347
101,350
100,354
97,356
96,360
95,363
94,366
92,369
91,372
91,375
90,378
88,381
87,384
86,386
85,389
84,393
83,396
82,399
81,402
81,404
80,406
79,408
79,410
78,412
77,414
77,416
77,419
76,419
76,421
76,423
75,425
75,427
76,430
74,432
74,433
74,435
74,436
75,438
75,441
75,443
76,445
76,446
77,447
78,449
80,452
81,453
81,455
82,457
83,458
84,460
87,461
